year,tree,bagPerReplicate,gallSizeDiameter_mm,BtreataeEmergence 
2004,8,1,4.25,0
2004,8,1,4.53,0
2004,8,1,4.11,0
2004,8,1,5.43,0
2004,8,1,3.85,0
2004,8,1,4.34,0
2004,8,1,3.92,0
2004,8,1,3.86,0
2004,8,1,3.51,0
2004,8,1,1.55,0
2004,8,1,4.53,0
2004,8,1,4.97,0
2004,8,1,5.11,0
2004,8,1,4.2,1
2004,8,1,4.07,1
2004,8,1,3.33,1
2004,8,1,5.45,1
2004,8,1,5.97,1
2004,8,1,3.82,1
2004,8,1,4.06,1
2004,8,1,4.55,1
2004,8,1,3.93,1
2004,8,1,4.35,1
2004,8,1,4.42,1
2004,8,1,4.67,1
2004,8,1,3.66,1
2004,8,1,4.71,1
2004,8,1,6.04,1
2004,8,1,3.92,1
2004,8,1,4.88,1
2004,8,1,4.46,1
2004,8,1,4.33,1
2004,8,1,4.55,1
2004,8,1,4.72,1
2004,8,1,5.37,1
2004,8,1,5.12,1
2004,8,1,5.08,1
2004,8,1,5.08,1
2004,8,1,4.91,1
2004,8,1,4.87,1
2004,8,1,4.65,1
2004,8,1,2.36,1
2004,8,1,4.12,1
2004,8,1,5.02,1
2004,8,1,3.81,1
2004,8,1,4.57,1
2004,8,1,3.46,1
2004,8,1,4.49,1
2004,8,1,4.35,1
2004,8,1,4.35,1
2004,8,1,4.34,1
2004,8,1,4.47,1
2004,8,1,5.29,1
2004,8,1,4.96,1
2004,8,1,4.72,1
2004,8,1,4.9,1
2004,8,1,4.07,1
2004,8,1,3.94,1
2004,8,1,4.17,1
2004,8,1,4.07,1
2004,8,1,4.6,1
2004,8,1,4.14,1
2004,8,1,4.4,1
2004,8,1,3.65,1
2004,8,1,5.21,1
2004,8,1,4.26,1
2004,8,1,3.89,1
2004,8,1,4.17,1
2004,8,1,4.33,1
2004,8,1,5.52,1
2004,8,1,4.53,1
2004,8,1,5.91,1
2004,8,1,4.81,1
2004,8,1,4.31,1
2004,8,1,3.34,1
2004,8,1,3.54,1
2004,8,1,5.1,1
2004,8,1,4.65,1
2004,8,1,5.46,1
2004,8,1,4.21,1
2004,8,1,3.51,1
2004,8,1,4.55,1
2004,8,1,5.07,1
2004,8,1,3.31,1
2004,8,1,4.47,1
2004,8,1,4.72,1
2004,8,1,4.7,1
2004,8,1,4.76,1
2004,8,1,4.72,1
2004,8,1,4.92,1
2004,8,1,4.88,1
2004,8,1,4.15,1
2004,8,1,4.72,1
2004,8,1,3.13,1
2004,8,1,5.43,1
2004,8,1,5.13,1
2004,8,1,4.76,1
2004,8,1,3.84,1
2004,8,1,3.98,1
2004,8,1,4.67,1
2004,8,1,4.42,1
2004,8,1,4.5,1
2004,8,1,5.31,1
2004,8,1,4.04,1
2004,8,1,4.19,1
2004,8,1,4.73,1
2004,8,1,5.14,1
2004,8,1,5.63,1
2004,8,1,4.52,1
2004,8,1,4.07,1
2004,8,1,4.11,1
2004,8,1,3.96,1
2004,8,1,4.8,1
2004,8,1,4.13,1
2004,8,1,5.8,1
2004,8,1,3.54,1
2004,8,1,5.17,1
2004,8,1,4.26,1
2004,8,1,3.8,1
2004,8,1,4.16,1
2004,8,1,4.73,1
2004,8,1,4.49,1
2004,8,1,4.21,1
2004,8,1,3.9,1
2004,8,1,3.84,1
2004,8,1,4.34,1
2004,8,1,4.31,1
2004,8,1,2.98,1
2004,8,1,3.96,1
2004,8,1,4.48,1
2004,8,1,3.65,1
2004,8,1,4.61,1
2004,8,1,4.49,1
2004,8,1,4.78,1
2004,8,1,3.61,1
2004,8,1,4.04,1
2004,8,1,3.53,1
2004,8,2,3.94,1
2004,8,2,3.91,1
2004,8,2,2.85,1
2004,8,2,3.99,1
2004,8,2,3.26,1
2004,8,2,4.43,1
2004,8,2,3.82,1
2004,8,2,3.76,1
2004,8,2,3.45,1
2004,8,2,4.35,1
2004,8,2,4.01,1
2004,8,2,3.05,1
2004,8,2,3.23,1
2004,8,2,3.83,1
2004,8,2,3.36,0
2004,8,2,3.11,0
2004,8,2,3.11,0
2004,8,2,2.44,0
2004,8,2,1.78,0
2004,13,1,5.22,0
2004,13,1,5.52,0
2004,13,1,4.1,0
2004,13,1,2.96,0
2004,13,1,5.51,0
2004,13,1,5.09,0
2004,13,1,4.61,0
2004,13,1,3.65,0
2004,13,1,2.5,0
2004,13,1,2.02,0
2004,13,1,2.63,0
2004,13,1,1.47,0
2004,13,1,1.78,0
2004,13,1,0.81,0
2004,13,1,0.63,0
2004,13,1,5.28,1
2004,13,1,4.37,1
2004,13,1,5.94,1
2004,13,1,5.77,1
2004,13,1,5.64,1
2004,13,1,4.77,1
2004,13,1,4.62,1
2004,13,1,5.1,1
2004,13,1,5.17,1
2004,13,1,4.9,1
2004,13,1,4.69,1
2004,13,1,5.68,1
2004,13,1,4.12,1
2004,13,1,6.68,1
2004,13,1,5.26,1
2004,13,1,5.12,1
2004,13,1,5.68,1
2004,13,1,5.21,1
2004,13,1,4.97,1
2004,13,1,4.8,1
2004,13,1,5.89,1
2004,13,1,2.95,1
2004,13,1,4.47,1
2004,13,1,5.7,1
2004,13,1,4.28,1
2004,13,1,4.95,1
2004,13,1,4.39,1
2004,13,1,4.13,1
2004,13,1,9.71,1
2004,13,1,4.83,1
2004,13,1,5.18,1
2004,13,1,4.85,1
2004,13,1,4.57,1
2004,13,1,6.73,1
2004,13,1,5.37,1
2004,13,1,4.23,1
2004,13,1,4.99,1
2004,13,1,5.83,1
2004,13,1,5.49,1
2004,13,1,4.61,1
2004,13,1,5.07,1
2004,13,2,4.45,1
2004,13,2,3.91,1
2004,13,2,4.26,1
2004,13,2,3.1,1
2004,13,2,3.15,1
2004,14,1,5.06,0
2004,14,1,3.59,0
2004,14,1,2.61,0
2004,14,1,7.81,1
2004,14,1,5.53,1
2004,14,1,6.53,1
2004,14,1,5.7,1
2004,14,1,5.36,1
2004,14,1,4.08,1
2004,14,1,6.82,1
2004,14,1,6.77,1
2004,14,1,6.06,1
2004,14,1,5.51,1
2004,14,1,3.59,1
2004,14,1,4.05,1
2004,14,1,7.11,1
2004,14,1,7.35,1
2004,14,1,6.48,1
2004,14,1,4.71,1
2004,14,1,4.13,1
2004,14,1,6.37,1
2004,14,1,5.26,1
2004,14,1,6.82,1
2004,14,1,6.64,1
2004,14,1,5.12,1
2004,14,1,5.08,1
2004,14,1,5.46,1
2004,14,1,5.57,1
2004,14,1,5.73,1
2004,14,1,5.42,1
2004,14,1,5.38,1
2004,14,1,4.77,1
2004,14,1,5.72,1
2004,14,1,5.45,1
2004,14,1,4.98,1
2004,14,1,3.69,1
2004,14,1,3.58,1
2004,14,1,4.84,1
2004,14,1,3.11,1
2004,14,1,4.09,1
2004,14,1,4.12,1
2004,14,1,3.37,1
2004,14,1,4.62,1
2004,14,1,3.16,1
2004,14,1,3.92,1
2004,14,1,3.71,1
2004,14,1,3.67,1
2004,14,1,3.57,1
2004,14,1,2.92,1
2004,14,1,3.34,1
2004,14,1,2.75,1
2004,6,1,4.51,1
2004,6,1,3.46,1
2004,6,1,5.86,1
2004,6,1,6.07,1
2004,6,1,4.03,1
2004,6,1,3.22,1
2004,6,1,2.13,1
2004,6,1,1.38,0
2004,6,1,6.79,1
2004,6,1,6.06,1
2004,6,1,5.89,1
2004,6,2,3.32,1
2004,6,2,3.33,0
2004,6,2,1.83,0
2004,6,2,1.68,0
2004,6,2,1.98,0
2004,6,1,7.75,0
2004,6,1,8.23,0
2004,6,1,7.61,0
2004,6,1,8.2,0
2004,6,1,6.78,0
2004,6,1,7.58,0
2004,6,1,7.14,0
2004,6,1,7.26,0
2004,6,1,7.11,0
2004,6,1,6.89,0
2004,6,1,5.74,0
2004,6,1,8.05,1
2004,6,1,7.94,1
2004,6,1,7.74,1
2004,6,1,7.59,1
2004,6,1,6.35,1
2004,6,1,5.98,1
2004,6,1,6.79,1
2004,6,1,5.4,1
2004,6,1,5.48,1
2004,6,1,6.66,1
2004,6,1,5.22,1
2004,6,1,5.87,1
2004,6,1,7.86,1
2004,6,1,7.01,1
2004,6,1,7.69,1
2004,6,1,4.63,1
2004,6,1,6.15,1
2004,6,1,5.56,1
2004,6,1,5.91,1
2004,6,1,6.03,1
2004,6,1,5.39,1
2004,6,1,7.15,1
2004,6,1,5.96,1
2004,6,1,6.08,1
2004,6,1,5.64,1
2004,6,1,6.37,1
2004,6,1,5.92,1
2004,6,1,6.43,1
2004,6,1,5.43,1
2004,6,1,5.85,1
2004,6,1,5.5,1
2004,6,1,4.58,1
2004,6,1,5.91,1
2004,6,1,5.43,1
2004,6,1,5.14,1
2004,6,1,5.4,1
2004,6,1,6.2,1
2004,6,1,5.72,1
2004,6,1,5.94,1
2004,6,1,5.84,1
2004,6,1,6.29,1
2004,6,1,5.9,1
2004,6,1,5.77,1
2004,6,1,5.44,1
2004,6,1,5.93,1
2004,6,1,5.39,1
2004,6,1,5.59,1
2004,6,1,5.65,1
2004,6,1,5.51,1
2004,6,1,4.82,1
2004,6,1,5.24,1
2004,6,1,4.47,1
2004,6,1,5.57,1
2004,6,1,5.08,1
2004,6,1,3.92,1
2004,6,1,5.98,1
2004,6,1,4.96,1
2004,6,1,4.97,1
2004,6,1,4.68,1
2004,6,1,4.99,1
2004,6,1,4.31,1
2004,6,1,4.85,1
2004,6,1,5.47,1
2004,6,2,7.4,0
2004,6,2,7.71,0
2004,6,2,6.41,0
2004,6,2,6.98,0
2004,6,2,6.46,0
2004,6,2,6.26,0
2004,6,2,6.13,0
2004,6,2,6.49,0
2004,6,2,6.55,0
2004,6,2,6.49,0
2004,6,2,6.58,0
2004,6,2,6.28,0
2004,6,2,7.05,0
2004,6,2,6.69,0
2004,6,2,6.23,0
2004,6,2,6.45,0
2004,6,2,6.18,0
2004,6,2,6.13,0
2004,6,2,5.41,0
2004,6,2,5.56,0
2004,6,2,4.29,0
2004,6,2,3.68,0
2004,6,2,6.21,1
2004,6,2,6.61,1
2004,6,2,7.27,1
2004,6,2,7.38,1
2004,6,2,7.05,1
2004,6,2,6.47,1
2004,6,2,7.44,1
2004,6,2,7.02,1
2004,6,2,5.95,1
2004,6,2,6.5,1
2004,6,2,6.35,1
2004,6,2,4.89,1
2004,6,2,4.83,1
2004,6,2,6.84,1
2004,6,2,6.77,1
2004,6,2,6.92,1
2004,6,2,6.35,1
2004,6,2,6.48,1
2004,6,2,6.87,1
2004,6,2,7.54,1
2004,6,2,6.61,1
2004,6,2,6.39,1
2004,6,2,6.58,1
2004,6,2,6.47,1
2004,6,2,6.51,1
2004,6,2,6.81,1
2004,6,2,6.61,1
2004,6,2,6.31,1
2004,6,2,5.87,1
2004,6,2,6.74,1
2004,6,2,5.65,1
2004,6,2,5.82,1
2004,6,2,6.71,1
2004,6,2,6.11,1
2004,6,2,6.11,1
2004,6,2,5.87,1
2004,6,2,7.45,1
2004,6,2,6.88,1
2004,6,2,5.87,1
2004,6,2,6.66,1
2004,6,2,6.18,1
2004,6,2,6.41,1
2004,6,2,5.71,1
2004,6,2,6.5,1
2004,6,2,8.19,1
2004,6,2,6.97,1
2004,6,2,7.15,1
2004,6,2,6.8,1
2004,6,2,7.54,1
2004,6,2,6.89,1
2004,6,2,6.42,1
2004,6,2,5.88,1
2004,6,2,6.52,1
2004,6,2,6.77,1
2004,6,2,6.97,1
2004,6,2,7.24,1
2004,6,2,5.87,1
2004,6,2,6.75,1
2004,6,2,7.02,1
2004,6,2,6.65,1
2004,6,2,6.17,1
2004,6,2,6.29,1
2004,6,2,6.2,1
2004,6,2,6.77,1
2004,6,2,5.93,1
2004,6,2,6.41,1
2004,6,2,7.05,1
2004,6,2,6.03,1
2004,6,2,6.51,1
2004,6,2,6.16,1
2004,6,2,5.32,1
2004,6,2,7.22,1
2004,6,2,7.14,1
2004,6,2,6.63,1
2004,6,2,7.27,1
2004,6,2,6.15,1
2004,6,2,6.46,1
2004,6,2,5.81,1
2004,6,2,4.64,1
2004,6,2,5.35,1
2004,6,2,6.1,1
2004,6,2,5.48,1
2004,6,2,5.96,1
2004,6,2,5.78,1
2004,6,2,5.86,1
2004,6,2,6.22,1
2004,6,2,6.26,1
2004,6,2,5.46,1
2004,6,2,5.44,1
2004,6,2,5.75,1
2004,6,2,5.44,1
2004,6,2,7.56,1
2004,6,2,6.79,1
2004,6,2,6.84,1
2004,6,2,6.74,1
2004,6,2,6.54,1
2004,6,2,5.97,1
2004,6,2,6.15,1
2004,6,2,5.52,1
2004,6,2,4.86,1
2004,6,2,5.53,1
2004,6,2,5.57,1
2004,6,2,5.51,1
2004,6,2,5.22,1
2004,6,2,5.24,1
2004,6,2,5.36,1
2004,6,2,5.43,1
2004,6,2,5.84,1
2004,6,2,5.5,1
2004,6,2,6.15,1
2004,6,2,5.69,1
2004,6,2,5.56,1
2004,6,2,4.89,1
2004,6,2,4.65,1
2004,6,2,6.33,1
2004,6,2,5.06,1
2004,6,2,5.72,1
2004,6,2,5.69,1
2004,6,2,5.55,1
2004,6,2,5.67,1
2004,6,2,5.61,1
2004,6,2,5.4,1
2004,6,2,5.29,1
2004,6,2,4.77,1
2004,6,2,4.3,1
2004,6,2,4.88,1
2004,6,2,3.84,1
2004,6,2,4.6,1
2004,6,2,3.71,1
2004,6,2,5.97,1
2004,6,2,5.3,1
2004,6,2,4.98,1
2004,6,2,5.47,1
2004,6,2,4.28,1
2004,6,2,5.57,1
2004,6,2,3.47,1
2004,6,2,4.67,1
2004,6,2,2.11,1
2004,6,3,7.13,0
2004,6,3,7.22,0
2004,6,3,6.71,0
2004,6,3,6.65,0
2004,6,3,6.5,0
2004,6,3,6.8,0
2004,6,3,6.83,0
2004,6,3,6.74,0
2004,6,3,6.81,0
2004,6,3,6.63,0
2004,6,3,6.71,0
2004,6,3,5.49,0
2004,6,3,6.72,0
2004,6,3,5.74,0
2004,6,3,6.86,0
2004,6,3,5.72,0
2004,6,3,5.68,0
2004,6,3,6.2,0
2004,6,3,6.93,0
2004,6,3,4.9,0
2004,6,3,4.91,0
2004,6,3,7.34,0
2004,6,3,5.1,0
2004,6,3,5.57,0
2004,6,3,5.16,0
2004,6,3,2.76,0
2004,6,3,7.43,1
2004,6,3,7.75,1
2004,6,3,7.2,1
2004,6,3,6.88,1
2004,6,3,7.55,1
2004,6,3,8.17,1
2004,6,3,7.55,1
2004,6,3,7.95,1
2004,6,3,7.11,1
2004,6,3,7.07,1
2004,6,3,6.97,1
2004,6,3,7.38,1
2004,6,3,6.58,1
2004,6,3,6.74,1
2004,6,3,6.22,1
2004,6,3,6.32,1
2004,6,3,6.2,1
2004,6,3,4.86,1
2004,6,3,6.81,1
2004,6,3,6.77,1
2004,6,3,7.57,1
2004,6,3,7.66,1
2004,6,3,7.07,1
2004,6,3,7.03,1
2004,6,3,7.13,1
2004,6,3,6.91,1
2004,6,3,6.4,1
2004,6,3,6.72,1
2004,6,3,6.65,1
2004,6,3,5.77,1
2004,6,3,4.98,1
2004,6,3,6.63,1
2004,6,3,6.29,1
2004,6,3,5.62,1
2004,6,3,6.9,1
2004,6,3,6.27,1
2004,6,3,5.87,1
2004,6,3,6.6,1
2004,6,3,5.71,1
2004,6,3,6.63,1
2004,6,3,5.73,1
2004,6,3,5.26,1
2004,6,3,6.05,1
2004,6,3,5.81,1
2004,6,3,6.47,1
2004,6,3,6.33,1
2004,6,3,5.54,1
2004,6,3,4.98,1
2004,6,3,6,1
2004,6,3,6.56,1
2004,6,3,6.75,1
2004,6,3,5.54,1
2004,6,3,5.23,1
2004,6,3,5.68,1
2004,6,3,5.54,1
2004,6,3,5.64,1
2004,6,3,6.1,1
2004,6,3,5.96,1
2004,6,3,5.48,1
2004,6,3,5.91,1
2004,6,3,5.76,1
2004,6,3,5.76,1
2004,6,3,5.06,1
2004,6,3,5.81,1
2004,6,3,5.2,1
2004,6,3,5.19,1
2004,6,3,5.33,1
2004,6,1,7.66,0
2004,6,1,8.1,1
2004,6,1,7.42,1
2004,6,1,7.81,1
2004,6,1,8.15,1
2004,6,1,7.9,0
2004,6,1,7.38,0
2004,6,1,7.33,1
2004,6,1,7.18,0
2004,6,1,7.36,1
2004,6,1,8.29,1
2004,6,1,8.22,1
2004,6,1,7.34,1
2004,6,1,7.4,1
2004,6,1,7.9,1
2004,6,1,7.74,1
2004,6,1,7.13,1
2004,6,1,6.02,0
2004,6,1,7.5,1
2004,6,1,7.33,1
2004,6,1,7.07,1
2004,6,1,7.71,1
2004,6,1,7.56,1
2004,6,1,7.69,1
2004,6,1,8.32,1
2004,6,1,7.64,0
2004,6,1,6.24,1
2004,6,1,7.91,1
2004,6,1,8,1
2004,6,1,7.73,1
2004,6,1,7.7,0
2004,6,1,6.2,1
2004,6,1,8.15,1
2004,6,1,7.96,0
2004,6,1,7.53,1
2004,6,1,6.37,1
2004,6,1,7.92,1
2004,6,1,6.75,1
2004,6,1,7.28,1
2004,6,1,7.77,0
2004,6,1,6.69,1
2004,6,1,6.7,1
2004,6,1,5.46,1
2004,6,1,6.19,1
2004,6,1,6.65,1
2004,6,1,6.86,1
2004,6,1,5.41,1
2004,6,1,6.4,1
2004,6,1,5.4,1
2004,6,1,4.94,0
2004,6,1,7.02,1
2004,6,1,6.29,1
2004,6,1,6.02,1
2004,6,1,7.09,0
2004,6,1,6.64,0
2004,6,1,6.69,0
2004,6,1,5.73,1
2004,6,1,6.67,1
2004,6,1,6.39,0
2004,6,1,4.99,0
2004,6,1,6.08,1
2004,6,1,4.05,1
2004,6,1,4.65,1
2004,6,1,6.46,1
2004,6,1,7.13,1
2004,6,1,7.42,0
2004,6,1,5.96,0
2004,6,1,5.53,0
2004,6,1,6.23,0
2004,6,1,5.19,1
2004,6,1,5.17,0
2004,6,1,5.83,1
2004,6,1,6.02,1
2004,6,1,6.69,1
2004,6,1,7.79,1
2004,6,1,6.74,1
2004,6,1,6.37,1
2004,6,1,5.75,0
2004,6,1,6.38,1
2004,6,1,4.46,1
2004,6,1,4.42,0
2004,6,1,6.29,0
2004,6,1,5.24,1
2004,6,1,4.58,0
2004,6,1,7.68,1
2004,6,1,7.51,0
2004,6,1,6.66,1
2004,6,1,6.46,0
2004,6,1,4.21,0
2004,6,1,7.43,1
2004,6,1,7.82,1
2004,6,1,6.47,1
2004,6,1,7.69,1
2004,6,1,5.7,1
2004,6,1,5,1
2004,6,1,7.47,0
2004,6,1,5.1,1
2004,6,1,6.79,0
2004,6,1,6.26,0
2004,6,1,6.23,1
2004,6,1,6.44,0
2004,6,1,6.29,1
2004,6,1,5.94,0
2004,6,1,6.43,0
2004,6,1,5.41,1
2004,6,1,7.32,0
2004,6,1,6.58,1
2004,6,1,6.66,1
2004,6,1,5.48,1
2004,6,1,6.16,1
2004,6,1,5.72,0
2004,6,1,6.06,1
2004,6,1,6.03,1
2004,6,1,6.59,0
2004,6,1,6.67,1
2004,6,1,5.64,1
2004,6,1,6.03,1
2004,6,1,4.41,0
2004,6,1,5.11,0
2004,6,1,5.81,1
2004,6,1,5.44,1
2004,6,1,5.85,1
2004,6,1,4.5,0
2004,6,1,6.31,1
2004,6,1,5.93,1
2004,6,1,5.23,0
2004,6,1,5.92,1
2004,6,1,5.49,0
2004,6,1,5.74,0
2004,6,1,5.52,1
2004,6,1,6.43,0
2004,6,1,5.93,0
2004,6,1,7.31,0
2004,6,1,4.87,1
2004,6,1,5.05,0
2004,6,1,4.7,1
2004,6,1,5.99,1
2004,6,1,6.3,1
2004,6,1,6.72,1
2004,6,1,6.21,0
2004,6,1,5.77,0
2004,6,1,5,1
2004,6,1,5.31,1
2004,6,1,5.8,1
2004,6,1,3.72,0
2004,6,1,5.48,1
2004,6,1,6.05,1
2004,6,1,3.85,0
2004,6,1,6.44,1
2004,6,1,5.07,1
2004,6,1,5.1,1
2004,6,1,4.22,0
2004,6,1,6.26,0
2004,6,1,4.55,1
2004,6,1,3.25,1
2004,6,1,5.79,1
2004,6,1,3.16,1
2004,6,1,4.2,1
2004,6,1,1.63,0
2004,6,1,1.67,0
2004,6,1,0.99,0
2004,6,3,5.57,0
2004,6,3,4.18,0
2004,6,3,5.04,0
2004,6,3,4.1,0
2004,6,3,4.47,0
2004,6,3,5,0
2004,6,3,4.57,0
2004,6,3,4.68,0
2004,6,3,4.77,0
2004,6,3,4.39,0
2004,6,3,4.76,0
2004,6,3,4.39,0
2004,6,3,4.11,0
2004,6,3,3.82,0
2004,6,3,3.55,0
2004,6,3,3.99,0
2004,6,3,2.44,0
2004,6,3,8.04,1
2004,6,3,5.06,1
2004,6,3,5.53,1
2004,6,3,4.4,1
2004,6,3,4.22,1
2004,6,3,3.77,1
2004,6,3,3.04,1
2004,17,1,7.09,0
2004,17,1,7.4,0
2004,17,1,3.99,1
2004,17,1,5.8,1
2004,17,1,7.22,1
2004,17,1,7.16,1
2004,17,1,5.37,1
2004,17,1,5.94,1
2004,17,1,5.04,1
2004,17,1,5.98,1
2004,17,1,4.75,1
2004,17,1,4.96,1
2004,17,1,5.07,1
2004,17,1,4.9,1
2004,17,1,5.79,1
2004,17,1,5.03,1
2004,17,1,4.8,1
2004,17,1,5.43,1
2004,17,1,4.96,1
2004,17,1,4.27,1
2004,17,1,5.12,1
2004,17,1,3.94,1
2004,17,1,6.31,1
2004,17,1,3.33,1
2004,17,1,3.11,0
2004,17,1,4.02,1
2004,17,1,4.92,1
2004,17,1,4.81,1
2004,17,3,5.49,1
2004,17,3,5.59,1
2004,17,3,3.84,1
2004,17,3,5.45,1
2004,17,3,4.44,1
2004,17,3,4.26,1
2004,17,3,4.02,1
2004,17,3,3.8,1
2004,17,3,3.6,1
2004,17,3,2.78,0
2004,17,3,4.89,0
2004,5,1,5.18,0
2004,5,1,4.73,0
2004,5,1,5,0
2004,5,1,4.56,0
2004,5,1,5.55,0
2004,5,1,5.01,1
2004,5,1,6.35,1
2004,5,1,6.27,1
2004,5,1,5.87,1
2004,5,1,4.57,1
2004,5,2,7.3,0
2004,5,2,6.95,0
2004,5,2,6.54,0
2004,5,2,7.45,0
2004,5,2,7.65,0
2004,5,2,5.79,0
2004,5,2,6.41,0
2004,5,2,7.15,0
2004,5,2,6.12,0
2004,5,2,6.89,0
2004,5,2,6.8,0
2004,5,2,5.64,0
2004,5,2,6.12,0
2004,5,2,4.43,0
2004,5,2,6.31,0
2004,5,2,6.87,0
2004,5,2,6.62,0
2004,5,2,5.15,0
2004,5,2,6.8,0
2004,5,2,5.9,0
2004,5,2,7.67,0
2004,5,2,5.86,0
2004,5,2,5.11,0
2004,5,2,6.39,0
2004,5,2,7.3,0
2004,5,2,5.27,0
2004,5,2,5.58,0
2004,5,2,6.49,0
2004,5,2,6.39,0
2004,5,2,5.84,0
2004,5,2,7.35,0
2004,5,2,6.09,0
2004,5,2,5.3,0
2004,5,2,6.84,0
2004,5,2,7.37,0
2004,5,2,6.69,0
2004,5,2,6.39,1
2004,5,2,4.56,1
2004,5,2,7.46,1
2004,5,2,5.61,1
2004,5,2,8.08,1
2004,5,2,7.15,1
2004,5,2,7.63,1
2004,5,2,6.96,1
2004,5,2,7.33,1
2004,5,2,6.23,1
2004,5,2,6.91,1
2004,5,2,6.4,1
2004,5,2,6.61,1
2004,5,2,6.08,1
2004,5,2,5.75,1
2004,5,2,6.68,1
2004,5,2,6.67,1
2004,5,2,5.51,1
2004,5,2,7.43,1
2004,5,2,5.98,1
2004,5,2,6.12,1
2004,5,2,7.52,1
2004,5,2,7.13,1
2004,5,2,5.11,1
2004,5,2,7.43,1
2004,5,2,6.7,1
2004,5,2,5.61,1
2004,5,2,6.2,1
2004,5,2,6.93,1
2004,5,2,6.02,1
2004,5,2,5.76,1
2004,5,2,6.69,1
2004,5,2,6.4,1
2004,5,2,5.17,1
2004,5,2,6.46,1
2004,5,2,6.57,1
2004,5,2,6.41,1
2004,5,2,5.65,1
2004,5,2,6.51,1
2004,5,2,6.59,1
2004,5,2,5.16,1
2004,5,2,6.66,1
2004,5,2,6.87,1
2004,5,2,5.99,1
2004,5,2,7.14,1
2004,5,2,7.61,1
2004,5,2,6.48,1
2004,5,2,6.1,1
2004,5,2,5.49,1
2004,5,2,6.3,1
2004,5,2,5.97,1
2004,5,2,6.71,1
2004,5,2,6.42,1
2004,5,2,6.43,1
2004,5,2,6.53,1
2004,5,2,6.22,1
2004,5,2,5.67,1
2004,5,2,5.41,1
2004,5,2,5.34,1
2004,5,2,7.74,1
2004,5,2,5.05,1
2004,5,2,5.91,1
2004,5,2,4.91,1
2004,5,2,6.99,1
2004,5,2,6.91,1
2004,5,2,6.22,1
2004,5,2,5.24,1
2004,5,2,5.71,1
2004,5,2,7.57,1
2004,5,2,6.7,1
2004,5,2,5.07,1
2004,5,2,5.22,1
2004,5,2,4.88,1
2004,5,2,5.41,1
2004,5,2,6.11,1
2004,5,2,5.48,1
2004,5,2,7.6,0
2004,5,2,8.3,0
2004,5,2,6.85,0
2004,5,2,6.06,0
2004,5,2,6.58,0
2004,5,2,7.27,0
2004,5,2,7.6,0
2004,5,2,7.14,0
2004,5,2,5.6,0
2004,5,2,6.31,0
2004,5,2,6.15,0
2004,5,2,7.04,0
2004,5,2,4.83,0
2004,5,2,7.29,0
2004,5,2,5.69,0
2004,5,2,6.13,0
2004,5,2,6.81,0
2004,5,2,5.51,0
2004,5,2,6.05,0
2004,5,2,6.53,0
2004,5,2,5.19,0
2004,5,2,5.43,0
2004,5,2,6.26,0
2004,5,2,5.9,0
2004,5,2,3.69,0
2004,5,2,5.09,0
2004,5,2,5.36,0
2004,5,2,6.95,0
2004,5,2,5.44,0
2004,5,2,4.95,0
2004,5,2,5.41,0
2004,5,2,5.16,0
2004,5,2,5.5,0
2004,5,2,5.77,0
2004,5,2,6.13,0
2004,5,2,6.27,0
2004,5,2,5.56,0
2004,5,2,7.51,1
2004,5,2,6.17,1
2004,5,2,5.02,1
2004,5,2,6.98,1
2004,5,2,6.78,1
2004,5,2,7.23,1
2004,5,2,6.22,1
2004,5,2,7.2,1
2004,5,2,6.11,1
2004,5,2,6.28,1
2004,5,2,5.77,1
2004,5,2,6.97,1
2004,5,2,6.67,1
2004,5,2,6.97,1
2004,5,2,6.77,1
2004,5,2,5.75,1
2004,5,2,4.69,1
2004,5,2,7.22,1
2004,5,2,5.59,1
2004,5,2,5.09,1
2004,5,2,7.03,1
2004,5,2,5.79,1
2004,5,2,5.33,1
2004,5,2,4.14,1
2004,5,2,7.31,1
2004,5,2,5.42,1
2004,5,2,6.97,1
2004,5,2,6.19,1
2004,5,2,5.71,1
2004,5,2,5.41,1
2004,5,2,5.45,1
2004,5,2,6.54,1
2004,5,2,5.83,1
2004,5,2,6.76,1
2004,5,2,4.66,1
2004,5,2,5.4,1
2004,5,2,5.9,1
2004,5,2,6.17,1
2004,5,2,6.25,1
2004,5,2,6.34,1
2004,5,2,7.3,1
2004,5,2,7.02,1
2004,5,2,5.83,1
2004,5,2,6.06,1
2004,5,2,5.3,1
2004,5,2,6.02,1
2004,5,2,5.11,1
2004,5,2,5.84,1
2004,5,2,5.46,1
2004,5,2,5.5,1
2004,5,2,6.64,1
2004,5,2,6.91,1
2004,5,2,5.15,1
2004,5,2,5.01,1
2004,5,2,6.56,1
2004,5,2,6.14,1
2004,5,2,5.73,1
2004,5,2,6.31,1
2004,5,2,7.18,1
2004,5,2,6.2,1
2004,5,2,6.49,1
2004,5,2,4.67,1
2004,5,2,6.58,1
2004,5,2,5.93,1
2004,5,2,5.6,1
2004,5,2,4.06,1
2004,5,2,5.72,1
2004,5,2,5.34,1
2004,5,2,6.4,1
2004,5,2,6.32,1
2004,5,2,4.99,1
2004,5,2,5.63,1
2004,5,2,7.1,0
2004,5,2,3.47,0
2004,5,2,2.73,0
2004,5,2,6.52,0
2004,5,2,7.96,0
2004,5,2,6.19,0
2004,5,2,7.12,0
2004,5,2,6.55,0
