ms,sex,trait_1,trait_2,trait_3,trait_4,trait_5,trait_6,trait_7
1,male,1.650429696,0.746688549,0.345494714,0.60684683,0.827459482,1.415987881,0.154232019
0,male,1.742077879,0.862064211,0.350840572,0.531994244,0.793752822,1.381209182,0.098756413
0,male,1.713945821,0.885160377,0.252100182,0.619903147,0.834306951,1.422528843,0.12033223
1,male,1.681519668,0.776837771,0.425779132,0.601322682,0.818547227,1.30225547,0.120491529
1,male,1.726609244,0.814296801,0.283329942,0.536898585,0.762791376,1.318232362,0.052490677
1,male,1.74241733,0.913522236,0.28964033,0.380359398,0.818774776,1.279704292,0.055508835
1,male,1.721898416,0.817893115,0.480547536,0.87138904,0.831853093,1.659149217,0.231084588
0,male,1.672010612,0.726282732,0.478208267,0.61309773,0.872773391,1.375266058,0.20395897
1,male,1.735060798,0.73286229,0.346455272,0.714572878,0.788550331,1.370727124,0.101818954
0,male,1.718310875,0.830855116,0.223143997,0.77897055,0.897160971,1.490712758,0.193051176
0,male,1.677183215,0.756111005,0.363422962,0.865464249,0.760055022,1.563906753,0.112922977
1,male,1.666841053,0.655713387,0.405569213,0.644471827,0.705136926,1.363857783,0.061667169
0,male,1.710502792,0.912402986,0.406765455,0.721697479,0.933376605,1.464069728,0.206052745
1,male,1.668451107,0.794843333,0.43275235,0.593986952,0.824806939,1.464387225,0.363641535
0,male,1.727433607,0.86466473,0.409814163,0.440683148,0.864875969,1.330176705,0.07644996
0,male,1.750789662,0.860713426,0.285150537,0.805705239,0.870685851,1.589356914,0.193983588
1,male,1.694906553,0.835360499,0.1192639,0.620548323,0.683986003,1.254882879,-0.018554412
1,male,1.678277623,0.76089727,0.223177118,0.481918725,0.804946533,1.338295815,0.142463873
1,male,1.681089943,0.726451157,0.373312326,0.659034745,0.702498797,1.333318011,-0.017300617
1,male,1.683894782,0.705693783,0.587083766,0.728798426,0.95289174,1.576380215,0.224831832
1,male,1.659946492,0.854386278,0.362978493,0.609790777,0.826521899,1.486165088,0.143836437
0,male,1.668437604,0.710753096,0.331874638,0.71049728,0.828476079,1.47751333,0.056121139
1,male,1.709592704,0.822581148,0.335391187,0.584240764,0.733002885,1.346931247,-0.001161572
0,male,1.708271882,0.789080696,0.391559006,0.688693343,0.767541664,1.437232535,0.083048809
1,male,1.659990857,0.786389845,0.42245609,0.454138758,0.778815926,1.264830655,0.077794591
0,male,1.700373445,0.919237819,0.091717581,0.541887343,0.724772235,1.265244904,0.015944544
0,male,1.680109448,0.742198022,0.47432519,0.695416168,0.974731288,1.399886488,0.255254137
1,male,1.717780024,0.854176208,0.517708974,0.766828656,0.861154307,1.49137011,0.168503694
1,male,1.774290904,0.881042825,0.384214839,0.89496652,0.914443918,1.540427103,0.396355735
0,male,1.713568011,0.814272257,0.176599208,0.63359838,0.784152882,1.389969678,0.024600578
1,male,1.701212987,0.764788056,0.391152238,0.590047533,0.830025648,1.401752346,0.120845082
0,male,1.655519964,0.817350067,0.457324097,0.645296187,0.795347493,1.481830271,0.114565164
0,male,1.667942572,0.67539563,0.356377661,0.670266529,0.799883405,1.369522782,0.129548424
1,male,1.678006673,0.848796461,0.346793124,0.816952227,0.885378005,1.462870579,0.249595839
0,male,1.68818295,0.86164318,0.416232995,0.491737294,0.762076194,1.278880415,0.020473788
1,male,1.645323191,0.858892675,0.24896722,0.636613835,0.854708935,1.420327902,0.245999896
0,male,1.696914998,0.835174358,0.355505517,0.664884895,0.892201812,1.467822184,0.1442673
0,male,1.668005739,0.846602556,0.331217669,0.573332132,0.752200766,1.361317067,-0.008131957
0,male,1.695635462,0.84838879,0.16277821,0.550015493,0.793350184,1.323594619,0.048374103
1,male,1.672954247,0.750046504,0.440305518,0.694848549,0.783190786,1.415818844,0.240373976
1,male,1.681602836,0.703194048,0.352642478,0.791119278,0.792449019,1.456211838,0.129654885
1,male,1.618888184,0.782330632,0.353147261,0.33175082,0.766914654,1.174951253,0.121913425
1,male,1.649568306,0.84314935,0.509927052,0.520084341,0.809779735,1.273468414,0.014309961
0,male,1.734510674,0.890871265,0.465108023,0.547350919,0.875002285,1.376952499,0.099951657
0,male,1.717408,0.845530823,0.421078246,0.716155788,0.868619948,1.448673334,0.209606903
0,male,1.78187117,0.894526083,0.481861445,0.771106173,0.952279574,1.529279887,0.237593814
1,male,1.648616267,0.663987202,0.279880725,0.727325444,0.696618004,1.446873998,0.028153337
1,male,1.693143351,0.764533232,0.367015191,0.677629049,0.923382945,1.383154547,0.219031382
1,male,1.671991096,0.821587644,0.305862252,0.428880931,0.625098281,1.162537878,-0.009410769
1,male,1.673353775,0.734315909,0.480241378,0.734008374,0.826399093,1.341950457,0.184211294
1,male,1.676457214,0.695436416,0.459734468,0.831420523,0.801065121,1.448989969,0.224021256
0,male,1.701789472,0.790300278,0.208169818,0.68359321,0.768007444,1.455800916,0.073341116
1,male,1.65638644,0.745393455,0.377478344,0.607571279,0.81658658,1.383400889,0.155155059
1,male,1.772324358,0.892826409,0.375079398,0.816815904,0.843558152,1.436438482,0.261448187
1,male,1.632636055,0.686592478,0.382542639,0.583876115,0.803423285,1.45622262,0.209841706
0,male,1.668222751,0.848316638,0.251647638,0.494378824,0.740481733,1.308404852,-0.007307998
0,male,1.689179166,0.787590236,0.264638782,0.63069425,0.880092635,1.379321803,0.165086502
0,male,1.706107955,0.841418129,0.426001308,0.659152088,0.862279037,1.409698142,0.23507641
1,male,1.74944526,0.888252063,0.284687156,0.666696385,0.889168295,1.434021605,0.278750481
1,male,1.716131143,0.873551788,0.561066636,0.763877012,0.894383946,1.507586616,0.292013952
1,male,1.69632265,0.821812282,0.365934337,0.754709414,0.864757279,1.385994105,0.138807064
1,male,1.674925748,0.872979125,0.271148271,0.611503543,0.85504124,1.426418673,0.200345906
1,male,1.781352807,1.04207323,0.461302607,0.814109725,0.967221765,1.445116858,0.269242812
0,male,1.739341549,0.844629531,0.251887251,0.813605455,0.816286747,1.507337513,0.065740763
0,male,1.636650793,0.693933842,0.386568311,0.619073307,0.657309666,1.33124087,0.03434293
0,male,1.723544503,0.800805648,0.24440652,0.587842205,0.835485369,1.405403303,0.098353264
1,male,1.646208433,0.658554461,0.213783807,0.701807443,0.697546029,1.404952384,0.107873513
0,male,1.67416597,0.784930247,0.594683887,0.799871199,0.831241308,1.610313961,0.201108022
1,male,1.717498238,0.732665433,0.156841317,0.690606043,0.779841444,1.280585454,0.121195913
0,male,1.716809184,0.83561914,0.366272817,0.423521887,0.818627345,1.372425633,0.06273375
1,male,1.715542514,0.851268527,0.462092046,0.741010685,0.926388997,1.462478269,0.197553782
1,male,1.69434134,0.880602417,0.277409924,0.672247742,0.844991191,1.399850901,0.250974274
0,male,1.677707321,0.743636873,0.471367544,0.598778555,0.848977765,1.36381672,0.072469101
0,male,1.707807496,0.912303434,0.429301993,0.70170016,1.01480737,1.520038536,0.220781747
1,male,1.642588,0.819150487,0.376638418,0.53420067,0.754560519,1.422149811,0.260727626
1,male,1.64125491,0.774528735,0.23685658,0.589637733,0.714785855,1.448361056,0.316508883
1,male,1.66550865,0.822640106,0.521868255,0.637970022,0.843107214,1.429275824,0.235490167
0,male,1.690361058,0.748070021,0.490069495,0.765081169,0.987681418,1.53878381,0.258337171
0,male,1.711354381,1.001731764,0.172586306,0.517430178,0.728094879,1.279004674,-0.073459797
0,male,1.724209563,0.798307932,0.317158676,0.719984154,0.786704433,1.506170291,0.087201313
0,male,1.68521869,0.833853578,0.236373187,0.523682978,0.790507989,1.200232181,0.024373758
0,female,1.799868768,0.857138228,0.407677484,0.484332249,1.099253366,1.492621498,0.968121602
0,female,1.828487211,0.932851588,0.331578861,0.609334967,1.119517282,1.526175729,1.334385862
1,female,1.794326731,0.891333112,0.496700967,0.524414147,1.141080992,1.489466295,1.042418269
1,female,1.806084104,0.851672465,0.327099922,0.624155454,1.122786607,1.476795805,0.927753762
0,female,1.809880514,1.031569357,0.483404462,0.256837757,1.078791874,1.335364042,0.846618883
0,female,1.795652032,0.865982254,0.400326997,0.387421375,0.970135167,1.29028039,0.635574271
1,female,1.823843567,0.960982191,0.314003274,0.543601643,1.107322582,1.472384194,1.047831263
0,female,1.768114907,0.895606512,0.350070389,0.477167851,0.902440675,1.32008735,0.526895344
1,female,1.758034916,0.91155068,0.37963454,0.459643375,1.106487863,1.466634087,0.950846883
0,female,1.740204034,0.876472151,0.368778476,0.418179364,1.005029588,1.311911626,0.889458993
0,female,1.765632163,0.864872035,0.333621017,0.528894736,1.055368296,1.472104491,1.00473895
0,female,1.798016861,0.848930199,0.302725245,0.612920172,1.021224685,1.4601305,0.680014688
0,female,1.784490253,0.938161562,0.37141224,0.387142291,1.241009549,1.400991043,1.317689227
0,female,1.776561365,0.925685754,0.551408253,0.37126937,1.023253393,1.34456269,0.862063633
1,female,1.757789947,0.759930847,0.469752729,0.423912642,1.12346183,1.316685812,1.12152546
0,female,1.759108677,1.010039521,0.22769592,0.425871708,0.892911455,1.282583217,0.611445193
0,female,1.791920082,0.969859339,0.185481084,0.5247744,1.001218101,1.420577055,0.837751996
0,female,1.769793225,0.915330746,0.314800332,0.415966982,0.891928195,1.192819329,0.612226835
0,female,1.838650575,1.029932665,0.26520054,0.577396823,1.066383875,1.463888007,0.904239404
1,female,1.7474154,0.925608933,0.357924675,0.447222931,0.999944784,1.409310017,0.89611172
1,female,1.729688403,0.792497112,0.45310956,0.466604469,0.940336426,1.414146278,0.263447122
1,female,1.760853952,0.886843667,0.428147208,0.42280778,1.020990879,1.388024347,1.046112789
0,female,1.803627858,1.056423771,0.332831629,0.595238281,1.084003174,1.463997525,0.71405644
1,female,1.745843083,0.76236463,0.288884809,0.499764156,1.000180939,1.374933319,0.883519947
0,female,1.751122975,0.985326655,0.270034047,0.483772476,1.04268953,1.33026616,0.931080485
0,female,1.831185585,1.066778113,0.579449538,0.392597284,1.169623428,1.373364605,0.820882669
0,female,1.763356537,0.875211426,0.393209532,0.525240969,0.912894792,1.351779004,0.598183801
0,female,1.77226144,0.839288416,0.351531916,0.364660868,1.015332251,1.393239238,0.660072089
1,female,1.793147372,0.903458776,0.311111723,0.460802536,1.054385689,1.337215758,0.923123543
1,female,1.774981288,0.800258522,0.415742979,0.506262693,1.033141455,1.270265538,0.881373278
1,female,1.770558629,0.823231406,0.424846945,0.394178162,1.073791153,1.447477349,0.839873877
0,female,1.742558504,0.786656522,0.425011658,0.184114468,0.867514388,1.113388886,0.450473403
0,female,1.783687265,0.882239861,0.348165152,0.510224398,1.046572182,1.521221348,1.016866573
0,female,1.819662706,1.092149928,0.302466107,0.54127506,1.073768708,1.468360169,0.827505502
0,female,1.766417616,0.872047386,0.335771492,0.529361011,1.100786491,1.401419009,0.914751285
1,female,1.730224602,0.909445355,0.323883774,0.409676925,0.887912841,1.290887366,0.707242093
1,female,1.821785014,1.089760629,0.469299372,0.613423216,1.070853581,1.480753076,0.907023373
0,female,1.786644296,0.928490924,0.404508431,0.477529417,1.125327955,1.433094313,0.995222597
0,female,1.721400191,0.808151279,0.269687137,0.55336203,1.067116577,1.40367252,0.939372547
1,female,1.762157483,0.793960406,0.333413348,0.451632132,0.962166086,1.343993681,0.711540805
0,female,1.746858264,0.81862065,0.20273807,0.378119937,0.799222338,1.26742884,0.623812813
0,female,1.759218855,0.859235247,0.367787185,0.555228455,0.981101447,1.316375562,0.782403946
1,female,1.808136392,0.930453279,0.477042935,0.62332067,1.152763367,1.558369184,1.079276641
1,female,1.819855162,0.791210631,0.337190634,0.534800152,1.14862056,1.476214019,0.961003081
1,female,1.790969319,0.829078054,0.309022959,0.381808572,1.070499093,1.312124071,0.856001001
0,female,1.800344265,0.820328002,0.25256278,0.61375722,1.023507946,1.44101013,0.593495841
0,female,1.768250304,1.031033421,0.426263969,0.398358619,1.112876878,1.354707316,0.991151341
1,female,1.74323242,0.727074496,0.323372195,0.465428586,0.968261868,1.277178457,0.671756126
0,female,1.765488132,0.734504173,0.467794124,0.593444698,0.940613016,1.459240817,0.643789618
0,female,1.743737425,0.906759439,0.340171892,0.392334576,1.0064931,1.361587636,0.901514664
0,female,1.824479039,0.995189642,0.354128576,0.547618143,1.088323613,1.468256148,0.677819966
1,female,1.73120464,0.828121932,0.392306553,0.381637448,0.987718239,1.255009632,0.682514736
1,female,1.744381667,0.732499093,0.362310362,0.503375266,1.059664469,1.364619811,1.194663168
1,female,1.849927845,1.007013691,0.4835672,0.725116938,1.145348559,1.563403371,0.711813976
1,female,1.791020882,0.840936838,0.437014925,0.521694473,0.989869703,1.433746499,0.8851771
1,female,1.775335036,0.805604112,0.297362609,0.595880927,1.029954613,1.329028717,0.552814748
0,female,1.762042662,0.853107904,0.431358657,0.511999852,1.0109713,1.463056051,1.120910608
0,female,1.809739661,0.959452893,0.47795605,0.386534797,1.042143137,1.370374711,0.693386244
1,female,1.770090296,0.815313964,0.268815839,0.592285326,1.095091192,1.427008946,0.70860935
1,female,1.787098158,0.755386646,0.379753949,0.633380655,1.129421576,1.459967971,0.964633801
1,female,1.801586419,0.971625177,0.299897667,0.629809515,1.032452673,1.400434102,0.685582886
0,female,1.791801473,0.868713281,0.523186722,0.380603007,1.046427163,1.419963256,1.137696587
1,female,1.771376098,0.810137738,0.389927959,0.375527901,0.985679845,1.260935916,0.690346985
0,female,1.796272819,0.876455288,0.270461491,0.375455605,1.009256484,1.262671275,0.652717953
1,female,1.713993057,0.667197736,0.301259344,0.589157098,1.01069945,1.33767533,0.833360059
0,female,1.784610806,0.81262186,0.37674715,0.507091474,1.102125107,1.396060921,1.150181744
0,female,1.802556156,0.842376754,0.359354659,0.646839599,0.914697687,1.483892478,0.709195986
1,female,1.8146958,0.889148578,0.427601771,0.615387673,1.005464556,1.522863771,0.756147753
0,female,1.767195908,0.950077833,0.426354379,0.189390987,1.053570398,1.236791338,0.842656255
0,female,1.80202696,0.887864358,0.386938633,0.751417756,1.142728067,1.628698304,1.23884198
1,female,1.721510568,0.679996064,0.202767418,0.476062563,0.928355617,1.346874233,0.824791123
0,female,1.728741148,0.778455106,0.277294364,0.410787342,0.916147111,1.283752976,0.65557902
0,female,1.775273066,0.923574886,0.444161622,0.145492926,0.974897964,1.148997375,0.714702318
1,female,1.827787317,0.928304023,0.254250385,0.61091839,1.077165112,1.582775057,0.842077605
0,female,1.736185084,0.987603918,0.403097944,0.313590711,0.911646443,1.203245168,0.784324775
1,female,1.750598204,0.760099451,0.464165488,0.396220454,1.053583991,1.306702116,0.925854785
1,female,1.772869969,0.917662077,0.302037366,0.422369848,1.010688673,1.282512378,0.722917419
0,female,1.799939292,0.94755854,0.372812421,0.569768888,1.132644694,1.444556901,0.879180421
1,female,1.73454466,0.7788538,0.312063134,0.410988268,0.954076264,1.251569536,0.708702443
1,female,1.748163102,0.808933162,0.38829544,0.480463601,0.96246731,1.25955953,0.673874182
0,female,1.770558354,0.860954788,0.379537102,0.502996394,1.074623737,1.459510855,0.974340216
1,female,1.773908463,0.861815858,0.357233025,0.508184556,1.041395883,1.305196792,0.67569848
1,female,1.797003806,0.792364519,0.512661519,0.605920675,1.17472325,1.60693136,1.49740859
1,female,1.793210881,0.887710945,0.453521678,0.518923945,1.119450533,1.469073697,0.900386036
0,female,1.794083798,0.89226197,0.293039016,0.428254876,0.988217865,1.376856065,0.719928287
0,female,1.777053862,1.004967625,0.48022192,0.64935387,1.11947533,1.524514091,0.95415159
0,female,1.76208069,1.037986806,0.316785025,0.189580854,1.029372153,1.27711132,0.758763077
0,female,1.764061954,0.954784483,0.361981199,0.498716702,1.079821036,1.462278779,0.960493045
1,female,1.787522059,0.834333552,0.378712445,0.360315253,1.036979587,1.302495653,0.906449012
1,female,1.762610301,0.855642618,0.386059297,0.417602008,1.041638671,1.392784898,0.960156992
1,female,1.786521042,0.864642235,0.354852126,0.537113416,0.998379795,1.33409161,0.687028609
0,female,1.799928808,0.878818679,0.517655438,0.598880043,1.056463889,1.375136786,0.828369153
1,female,1.810848984,0.939005005,0.378764222,0.448316475,1.258381658,1.341432163,1.176254707
1,female,1.802138678,0.823082175,0.579651342,0.562741192,1.142433755,1.476720901,1.297337314
1,female,1.7253393,0.811968939,0.311077865,0.512053403,1.00501919,1.39936505,0.924935084
0,female,1.750203122,0.872629651,0.420294579,0.271110087,0.98434371,1.173699017,0.759533866
0,female,1.715256949,0.774341983,0.253575999,0.467763842,0.905865907,1.190810002,0.464897486
1,female,1.746235822,0.842184147,0.330202065,0.504227477,1.094866152,1.373368533,0.903220903
0,female,1.838623218,0.936345808,0.389245079,0.609953484,1.108411684,1.471625363,1.038293201
1,female,1.776863509,0.87358823,0.589154082,0.302294434,1.05943927,1.332235251,0.822786847
1,female,1.791513137,0.85523685,0.36053334,0.504554618,0.985629316,1.380315341,0.622014985
0,female,1.7973078,0.817583385,0.484585343,0.360389648,1.038510372,1.290821479,0.745396534
1,female,1.769217403,0.954587058,0.571638884,0.076726127,1.118457662,1.094586941,0.792197602
0,female,1.797499767,0.917013876,0.353385834,0.38201981,1.079985997,1.29059537,0.835185069
1,female,1.7858437,0.859652762,0.434212741,0.184037031,1.12634575,1.25243472,0.860720109
0,female,1.777741599,0.902548513,0.457616442,0.438339639,0.974425973,1.27762046,0.628886469
1,female,1.780103366,0.914701666,0.298423277,0.487755692,1.03363923,1.419039758,0.911538222
0,female,1.804969157,0.922731517,0.374019621,0.564778097,1.103928596,1.424417198,1.207176374
1,female,1.797097016,0.960996572,0.41887629,0.561321337,1.138116495,1.485340658,0.815281921
1,female,1.779923938,0.84509902,0.52570629,0.520118613,1.064545785,1.344367092,0.780327866
1,female,1.742745587,0.728574133,0.365225351,0.506473345,0.996581021,1.293979181,0.882443133
1,female,1.743856381,0.919648737,0.307377855,0.324117321,1.019205852,1.251296104,0.764346635
0,female,1.761001648,0.90427468,0.395523444,0.462113807,1.085401523,1.440486139,1.018215766
1,female,1.752572273,0.872200275,0.231420532,0.654147046,1.0310492,1.432041816,0.722163224
1,female,1.744422843,0.940790176,0.398148321,0.095954596,1.013377121,1.091114613,0.840008491
1,female,1.781758053,0.923195741,0.346807255,0.40848233,1.079091432,1.35312135,0.854118446
0,female,1.784818933,0.991128214,0.364802163,0.333533062,0.97147385,1.235588226,0.826153882
0,female,1.762130622,0.858881704,0.349860574,0.437472619,1.124106438,1.432741509,1.170141269
0,female,1.798053188,0.923161395,0.487889785,0.532738323,1.079279645,1.410643797,1.029608452
1,female,1.81588623,0.944260109,0.461770441,0.581749748,1.035086664,1.353661503,0.740677594
1,female,1.824467159,0.866335841,0.402473934,0.519918609,1.193184086,1.537231495,0.920440178
1,female,1.782789859,0.753979939,0.506238993,0.592074331,1.055786448,1.430989306,0.719021895
1,female,1.759609764,0.766152949,0.424894437,0.46857201,1.002731187,1.335137479,0.717271234
1,female,1.734115422,0.740606575,0.235391764,0.537867052,0.853561066,1.236216367,0.563315658
1,female,1.799506749,0.88786222,0.540914765,0.396900965,1.151652259,1.359588005,1.075895157
0,female,1.79917201,0.834607833,0.440378568,0.640456784,1.059129632,1.559876454,1.141996123
1,female,1.784931352,0.760788165,0.368405584,0.48223998,0.922028943,1.410347111,0.785399586
1,male,1.749674087,0.817277711,0.302919136,0.732619897,0.861766869,1.57843209,0.23759128
1,male,1.736307396,0.77415501,0.557178719,0.735634951,0.881505509,1.516856835,0.300241858
1,male,1.700803962,0.902864893,0.402609984,0.487925252,0.8196449,1.357715478,0.168623421
0,male,1.727626392,0.818032523,0.393029838,0.496812906,0.840647084,1.346230722,0.166317321
0,male,1.724495917,0.80388902,0.48326657,0.736257845,0.86473397,1.501802023,0.1406657
1,male,1.686680703,0.787354944,0.385048791,0.645746671,0.862089036,1.390355332,0.157729586
1,male,1.739526932,1.006484777,0.2302615,0.440972431,0.835391006,1.264956566,0.137750594
1,male,1.737122369,0.806072066,0.254877312,0.526404831,1.003002273,1.415004758,0.299079783
1,male,1.691752856,0.784745992,0.208100242,0.659511739,0.779759113,1.441453001,0.211837339
1,male,1.728648607,0.777674778,0.406768896,0.630729743,0.929680715,1.365695776,0.197496873
1,male,1.696604532,0.772179249,0.420582462,0.623685168,0.793899544,1.383088389,0.326837308
1,male,1.735279422,0.814802535,0.40150498,0.64113762,0.945586532,1.573623041,0.306478769
1,male,1.69626864,0.74696891,0.279617546,0.594485616,0.856885639,1.362028914,0.256099516
1,male,1.681637439,0.726761954,0.357889261,0.718516528,0.824280996,1.518361351,0.195204894
1,male,1.72047335,0.894795276,0.355443618,0.588389583,0.827589761,1.277573974,0.242448983
0,male,1.674931022,0.891905051,0.362693116,0.653150424,0.841604357,1.385533493,0.066537288
1,male,1.678444294,0.85752203,0.336439253,0.498832069,0.861211881,1.33596893,0.20728759
1,male,1.719391234,0.835184638,0.455475838,0.631282345,0.884172228,1.531649027,0.454265621
1,male,1.675440895,0.818548666,0.465963046,0.460374816,0.894552176,1.482527488,0.367974394
1,male,1.693839632,0.816368081,0.49926046,0.757229948,0.86306956,1.423095951,0.224766396
0,male,1.746100109,0.896597075,0.332660803,0.702509307,0.925390879,1.458868784,0.148645656
0,male,1.758120303,0.844108547,0.249742598,0.701870006,0.856372258,1.477347537,0.126918218
0,male,1.680396746,0.866870665,0.233744271,0.51329075,0.86707797,1.340032979,0.18454246
1,male,1.733507639,0.809719236,0.4638136,0.604887001,0.978127468,1.388231092,0.27617883
0,male,1.652280769,0.842577882,0.422688475,0.548586969,0.772532363,1.335511804,0.086410006
0,male,1.683711218,0.908500771,0.289355655,0.616717148,0.74896183,1.401499293,0.089487013
0,male,1.67113466,0.782941073,0.462270219,0.727957415,0.776755018,1.427222425,0.088521067
1,male,1.664971255,0.71312734,0.301876879,0.626832396,0.773525049,1.342748853,0.200529145
1,male,1.70694786,0.875660263,0.315294351,0.748157513,0.930855739,1.509142862,0.320705257
0,male,1.719574244,0.762692999,0.362708587,0.68941692,0.807050531,1.37035744,0.146192549
0,male,1.684325484,0.921099417,0.299097234,0.594822391,0.764145425,1.435004293,0.092982976
0,male,1.678347858,0.910172707,0.348708445,0.454979979,0.868959759,1.382279522,0.17582575
0,male,1.662429118,0.758002532,0.256362612,0.568020754,0.822872854,1.406911886,0.115844759
1,male,1.709922614,0.897939738,0.326783575,0.503525181,0.870950806,1.327547914,0.219857545
0,male,1.738016715,0.765854411,0.54569878,0.595659974,0.901501789,1.492054811,0.265009769
0,male,1.692908934,0.851084951,0.31284753,0.459659277,0.814052517,1.330437934,0.015453674
0,male,1.672637795,0.874310085,0.463201661,0.564295245,0.89966115,1.323274348,0.229753244
0,male,1.656157486,0.918465374,0.457911632,0.588845361,0.824124179,1.381110647,0.177058145
0,male,1.720373461,0.82407273,0.256313123,0.627728382,0.743248644,1.521105065,0.142630662
0,male,1.7371804,0.840366754,0.208200007,0.540466206,0.820048887,1.351068628,0.0548415
1,male,1.71708803,0.912205882,0.343740455,0.677219793,0.957511224,1.415579288,0.239749786
0,male,1.743811018,0.830237328,0.428035353,0.602251697,0.866097246,1.399536534,0.14284176
1,male,1.741975137,0.828315253,0.32567865,0.631277331,0.948896626,1.531850382,0.268943246
1,male,1.696004372,0.859834951,0.540093688,0.906409132,0.886122593,1.579642285,0.255125511
1,male,1.690544,0.816225497,0.423122351,0.559219599,0.801576431,1.441750496,0.239897295
1,male,1.669378466,0.838278045,0.306572579,0.384117395,0.635328444,1.221912958,-0.026970836
0,male,1.705232307,0.723681986,0.438765873,0.498679565,0.799727826,1.369621304,0.159358931
0,male,1.710774597,0.879426314,0.251868424,0.587088184,0.937071556,1.490966395,0.233089992
1,male,1.664801296,0.713639779,0.448646461,0.786014376,0.78366453,1.37427816,0.174138993
1,male,1.687711489,0.761074952,0.277406075,0.470986421,0.875769848,1.404123741,0.198070493
1,male,1.704737008,0.702564373,0.407195985,0.49037259,0.863840449,1.3572634,0.234229903
1,male,1.738935518,0.907641416,0.558734086,0.836163625,0.93894588,1.439774671,0.275347262
0,male,1.635389755,0.873786306,0.374428794,0.436969253,0.792520881,1.371066109,0.163531378
0,male,1.724277162,0.900454633,0.547123321,0.481278259,1.089633439,1.398561758,0.439714529
0,male,1.730786935,0.839417905,0.537547449,0.560096522,1.055474833,1.37222379,0.409458834
0,male,1.768583917,0.843426733,0.488190283,0.612641861,0.951504864,1.491921658,0.294857844
0,male,1.734027226,0.818166877,0.428486667,0.532549005,1.070329446,1.469162155,0.398419141
1,male,1.737862608,1.013730351,0.354182066,0.848231137,0.86838249,1.642264084,0.36796588
0,male,1.615402077,0.824418634,0.261302453,0.335125055,0.795109402,1.23946507,-0.012575339
0,male,1.7431207,0.857962624,0.512218403,0.600690934,1.069746649,1.433139339,0.398853005
0,male,1.678800178,0.78429934,0.530715377,0.683848052,0.771082628,1.430672019,0.077382504
0,male,1.659558302,0.712544439,0.387088369,0.631190323,0.713487578,1.379178603,0.016259572
1,male,1.688929523,0.843446494,0.321324308,0.381198108,0.790851485,1.378628282,0.146863404
0,male,1.669101062,0.809823489,0.242210274,0.457326729,0.810535089,1.307951471,0.123863767
0,male,1.633607825,0.664108322,0.348420435,0.463475908,0.748357609,1.292373145,0.110946738
1,male,1.70679628,0.820817263,0.416338419,0.59852125,0.847608819,1.329085759,0.187546044
1,male,1.66486587,0.717526456,0.410584947,0.612917292,0.792474047,1.353584007,0.229948778
1,male,1.69367053,0.797348287,0.396935025,0.681236159,0.777281268,1.457678504,0.137090278
0,male,1.744184714,0.845816715,0.271055536,0.703695389,0.86470771,1.287450453,0.156786215
0,male,1.670184874,0.777942534,0.430688853,0.725536085,0.749850466,1.310821538,-0.005820706
0,male,1.694527538,0.831667993,0.457203136,0.468039404,0.963365949,1.332668515,0.174819773
0,male,1.640339229,0.686629936,0.516381714,0.650994909,0.899418092,1.461063647,0.202046282
1,male,1.700814964,0.887530668,0.27482127,0.536691309,0.75661073,1.360610192,0.119909086
1,male,1.741583151,0.964371973,0.415768888,0.648182682,0.960934253,1.547430121,0.346034431
1,male,1.712335333,0.884489369,0.207643832,0.492831676,0.843182363,1.208847497,0.131632435
0,male,1.727158321,0.835066757,0.330526551,0.629255339,0.897196432,1.445546953,0.138642234
0,male,1.682145371,0.681538228,0.403437235,0.510160901,0.970478671,1.314231151,0.298503777
1,male,1.668089401,0.917101877,0.300739865,0.337550048,0.871737415,1.369514968,0.091419649
0,male,1.715403517,0.871995389,0.333797851,0.388192931,0.755021291,1.391312836,0.06218068
1,male,1.743358044,0.769663146,0.44782541,0.767223992,0.89836151,1.547705365,0.346406722
0,male,1.740194606,0.889125558,0.44523027,0.588829782,0.981844474,1.409413891,0.250306563
0,male,1.687204679,0.771353332,0.249973039,0.437678628,0.72113498,1.351137066,0.06981309
1,male,1.736482449,0.846317865,0.387240274,0.769482388,0.862929272,1.592619305,0.350855188
1,male,1.684885286,0.799584386,0.364914669,0.411813705,0.902468567,1.352462667,0.296189073
0,male,1.739162366,0.8465888,0.54865234,0.638337381,0.918095306,1.432762109,0.21790821
1,male,1.723926476,0.90798451,0.274227575,0.546817156,0.912768881,1.436436423,0.308307622
1,male,1.704276202,0.815324791,0.520419125,0.669973954,0.864894967,1.444489485,0.316005575
1,male,1.632436509,0.67568192,0.329694239,0.433290455,0.811158181,1.359529075,0.296667099
0,male,1.651802811,0.718882313,0.341851637,0.379560221,0.840175453,1.259674263,0.048815859
1,male,1.755259048,0.872459558,0.40877729,0.58280583,0.863827184,1.323454565,0.279043963
1,male,1.694076345,0.872441122,0.300607284,0.369661588,0.879228518,1.33213657,0.212466467
1,male,1.740587329,0.932707469,0.426513074,0.858835014,0.848754097,1.457090352,0.394345015
0,male,1.667387175,0.832239876,0.321274435,0.282516484,0.649590084,1.167961863,-0.101977477
0,male,1.72344693,0.883220907,0.42417152,0.773399549,0.78155164,1.374533855,0.045539404
1,male,1.689438059,0.960439106,0.308324165,0.421153586,0.77342718,1.29306156,0.243827145
